DutyID;Paid time or cost of duty;Trips;Car travels
39013;306;"149, 25, ";"1783, 1868, 2181, 2325, "
39014;316;"149, 45, ";"1783, 1868, 2235, 2329, "
39015;316;"149, 45, 46, ";"1783, 1868, 2235, "
39016;326;"149, 58, ";"1783, 1868, 2185, 2336, "
39017;336;"149, 76, ";"1783, 1868, 2792, 2928, "
39018;346;"149, 95, ";"1783, 1868, 2875, 2932, "
39019;346;"149, 95, 96, ";"1783, 1868, 2875, "
39020;356;"149, 106, ";"1783, 1868, 2804, 2939, "
39021;290;"149, 151, ";"1783, 1868, 2359, 2360, "
39022;339;"149, 45, 46, 96, ";"1783, 1868, 2366, 2367, "
39023;441;"149, 152, 107, ";"1783, 1868, 2819, 2371, 2954, "
39024;276;"150, 13, ";"1787, 1872, 2767, "
39025;330;"150, 26, ";"1787, 1872, 2770, 2182, "
39026;419;"150, 26, 27, ";"1787, 1872, 2770, 2775, "
39027;416;"150, 26, 27, 28, ";"1787, 1872, 2770, "
39028;276;"150, 46, ";"1787, 1872, 2371, "
39029;345;"150, 59, ";"1787, 1872, 2784, 2186, "
39030;434;"150, 59, 60, ";"1787, 1872, 2784, 2789, "
39031;360;"150, 77, ";"1787, 1872, 2796, 2526, "
39032;449;"150, 77, 78, ";"1787, 1872, 2796, 2801, "
39033;280;"150, 96, ";"1787, 1872, 3167, "
39034;375;"150, 106, 107, ";"1787, 1872, 2804, 2540, "
39035;303;"150, 121, 122, ";"1787, 1872, 2808, 2205, "
39036;390;"150, 121, 122, 123, ";"1787, 1872, 2808, 2813, "
39037;280;"150, 141, ";"1787, 1872, 2816, "
39038;360;"150, 13, 77, ";"1787, 1872, 2767, 2823, 2526, "
39039;280;"150, 13, 96, ";"1787, 1872, 2767, 2823, "
39040;375;"150, 13, 107, ";"1787, 1872, 2767, 2823, 2540, "
39041;434;"150, 26, 60, ";"1787, 1872, 2770, 2789, "
39042;449;"150, 26, 78, ";"1787, 1872, 2770, 2801, "
39043;280;"150, 46, 96, ";"1787, 1872, 2371, 2367, "
39044;375;"150, 46, 107, ";"1787, 1872, 2371, 2367, 2540, "
39045;464;"150, 46, 107, 108, ";"1787, 1872, 2371, 2367, 3075, "
39046;390;"150, 46, 123, ";"1787, 1872, 2371, 2367, 2813, "
39047;416;"150, 59, 28, ";"1787, 1872, 2784, "
39048;449;"150, 59, 78, ";"1787, 1872, 2784, 2801, "
39049;464;"150, 59, 108, ";"1787, 1872, 2784, 3075, "
39050;416;"150, 77, 28, ";"1787, 1872, 2796, "
39051;464;"150, 77, 108, ";"1787, 1872, 2796, 3075, "
39052;479;"150, 77, 124, ";"1787, 1872, 2796, 3079, "
39053;476;"150, 77, 124, 125, ";"1787, 1872, 2796, "
39054;476;"150, 77, 125, ";"1787, 1872, 2796, "
39055;476;"150, 77, 78, 125, ";"1787, 1872, 2796, "
39056;375;"150, 95, 107, ";"1787, 1872, 2875, 2540, "
39057;390;"150, 95, 123, ";"1787, 1872, 2875, 2813, "
39058;419;"150, 96, 27, ";"1787, 1872, 3167, 2897, 2775, "
39059;416;"150, 96, 27, 28, ";"1787, 1872, 3167, 2897, "
39060;416;"150, 96, 28, ";"1787, 1872, 3167, 2897, "
39061;390;"150, 106, 123, ";"1787, 1872, 2804, 2813, "
39062;416;"150, 121, 122, 27, 28, ";"1787, 1872, 2808, "
39063;416;"150, 121, 122, 28, ";"1787, 1872, 2808, "
39064;416;"150, 121, 122, 123, 28, ";"1787, 1872, 2808, "
39065;419;"150, 141, 27, ";"1787, 1872, 2816, 2897, 2775, "
39066;416;"150, 141, 27, 28, ";"1787, 1872, 2816, 2897, "
39067;416;"150, 141, 28, ";"1787, 1872, 2816, 2897, "
39068;287;"150, 95, ";"1787, 1872, 2875, 2932, "
39069;287;"150, 95, 96, ";"1787, 1872, 2875, "
39070;297;"150, 106, ";"1787, 1872, 2804, 2939, "
39071;434;"150, 13, 59, 60, ";"1787, 1872, 2942, 2823, 2789, "
39072;397;"150, 13, 123, ";"1787, 1872, 2767, 2823, 2949, "
39073;441;"150, 96, 60, ";"1787, 1872, 3167, 2897, 3139, "
39074;479;"150, 96, 123, 124, ";"1787, 1872, 3247, 2897, 3079, "
39075;476;"150, 96, 123, 124, 125, ";"1787, 1872, 3247, 2897, "
39076;326;"151, 27, ";"2359, 2360, 3148, 2775, "
39077;323;"151, 27, 28, ";"2359, 2360, 3148, "
39078;341;"151, 60, ";"2359, 2360, 3153, 2789, "
39079;427;"151, 60, 61, ";"2359, 2360, 3153, 3066, "
39080;356;"151, 78, ";"2359, 2360, 3159, 2801, "
39081;442;"151, 78, 79, ";"2359, 2360, 3159, 3084, "
39082;439;"151, 78, 79, 80, ";"2359, 2360, 3159, "
39083;272;"151, 96, ";"2359, 2360, 3167, "
39084;282;"151, 107, ";"2359, 2360, 3169, 2540, "
39085;371;"151, 107, 108, ";"2359, 2360, 3169, 3075, "
39086;297;"151, 123, ";"2359, 2360, 3175, 2813, "
39087;386;"151, 123, 124, ";"2359, 2360, 3175, 3079, "
39088;383;"151, 123, 124, 125, ";"2359, 2360, 3175, "
39089;427;"151, 27, 61, ";"2359, 2360, 3148, 3066, "
39090;442;"151, 27, 79, ";"2359, 2360, 3148, 3084, "
39091;439;"151, 27, 79, 80, ";"2359, 2360, 3148, "
39092;439;"151, 27, 80, ";"2359, 2360, 3148, "
39093;383;"151, 27, 125, ";"2359, 2360, 3148, "
39094;442;"151, 60, 79, ";"2359, 2360, 3153, 3084, "
39095;439;"151, 60, 79, 80, ";"2359, 2360, 3153, "
39096;439;"151, 60, 80, ";"2359, 2360, 3153, "
39097;457;"151, 60, 109, ";"2359, 2360, 3153, 3099, "
39098;383;"151, 60, 125, ";"2359, 2360, 3153, "
39099;439;"151, 60, 61, 80, ";"2359, 2360, 3153, "
39100;457;"151, 78, 109, ";"2359, 2360, 3159, 3099, "
39101;383;"151, 78, 125, ";"2359, 2360, 3159, "
39102;471;"151, 78, 125, 126, ";"2359, 2360, 3159, 3215, "
39103;326;"151, 96, 27, ";"2359, 2360, 3167, 2897, 2775, "
39104;323;"151, 96, 27, 28, ";"2359, 2360, 3167, 2897, "
39105;323;"151, 96, 28, ";"2359, 2360, 3167, 2897, "
39106;323;"151, 107, 28, ";"2359, 2360, 3169, "
39107;386;"151, 107, 124, ";"2359, 2360, 3169, 3079, "
39108;383;"151, 107, 124, 125, ";"2359, 2360, 3169, "
39109;383;"151, 107, 125, ";"2359, 2360, 3169, "
39110;383;"151, 107, 108, 125, ";"2359, 2360, 3169, "
39111;323;"151, 123, 28, ";"2359, 2360, 3175, "
39112;411;"151, 123, 28, 29, ";"2359, 2360, 3175, 3130, "
39113;348;"151, 96, 60, ";"2359, 2360, 3167, 2897, 3139, "
39114;386;"151, 96, 123, 124, ";"2359, 2360, 3247, 2897, 3079, "
39115;383;"151, 96, 123, 124, 125, ";"2359, 2360, 3247, 2897, "
39116;333;"151, 152, 27, ";"2363, 3148, 2775, "
39117;330;"151, 152, 27, 28, ";"2363, 3148, "
39118;348;"151, 152, 60, ";"2363, 3153, 2789, "
39119;434;"151, 152, 60, 61, ";"2363, 3153, 3066, "
39120;277;"151, 152, 77, ";"2363, 2796, 2526, "
39121;363;"151, 152, 77, 78, ";"2363, 2796, 2801, "
39122;363;"151, 152, 78, ";"2363, 3159, 2801, "
39123;449;"151, 152, 78, 79, ";"2363, 3159, 3084, "
39124;446;"151, 152, 78, 79, 80, ";"2363, 3159, "
39125;277;"151, 152, 96, ";"2363, 3167, "
39126;289;"151, 152, 107, ";"2363, 3169, 2540, "
39127;378;"151, 152, 107, 108, ";"2363, 3169, 3075, "
39128;304;"151, 152, 123, ";"2363, 3175, 2813, "
39129;393;"151, 152, 123, 124, ";"2363, 3175, 3079, "
39130;390;"151, 152, 123, 124, 125, ";"2363, 3175, "
39131;434;"151, 152, 27, 61, ";"2363, 3148, 3066, "
39132;449;"151, 152, 27, 79, ";"2363, 3148, 3084, "
39133;446;"151, 152, 27, 79, 80, ";"2363, 3148, "
39134;446;"151, 152, 27, 80, ";"2363, 3148, "
39135;390;"151, 152, 27, 125, ";"2363, 3148, "
39136;449;"151, 152, 60, 79, ";"2363, 3153, 3084, "
39137;446;"151, 152, 60, 79, 80, ";"2363, 3153, "
39138;446;"151, 152, 60, 80, ";"2363, 3153, "
39139;464;"151, 152, 60, 109, ";"2363, 3153, 3099, "
39140;390;"151, 152, 60, 125, ";"2363, 3153, "
39141;446;"151, 152, 60, 61, 80, ";"2363, 3153, "
39142;330;"151, 152, 77, 28, ";"2363, 2796, "
39143;378;"151, 152, 77, 108, ";"2363, 2796, 3075, "
39144;393;"151, 152, 77, 124, ";"2363, 2796, 3079, "
39145;390;"151, 152, 77, 124, 125, ";"2363, 2796, "
39146;390;"151, 152, 77, 125, ";"2363, 2796, "
39147;390;"151, 152, 77, 78, 125, ";"2363, 2796, "
39148;464;"151, 152, 78, 109, ";"2363, 3159, 3099, "
39149;390;"151, 152, 78, 125, ";"2363, 3159, "
39150;478;"151, 152, 78, 125, 126, ";"2363, 3159, 3215, "
39151;333;"151, 152, 96, 27, ";"2363, 3167, 2897, 2775, "
39152;330;"151, 152, 96, 27, 28, ";"2363, 3167, 2897, "
39153;330;"151, 152, 96, 28, ";"2363, 3167, 2897, "
39154;330;"151, 152, 107, 28, ";"2363, 3169, "
39155;393;"151, 152, 107, 124, ";"2363, 3169, 3079, "
39156;390;"151, 152, 107, 124, 125, ";"2363, 3169, "
39157;390;"151, 152, 107, 125, ";"2363, 3169, "
39158;390;"151, 152, 107, 108, 125, ";"2363, 3169, "
39159;330;"151, 152, 123, 28, ";"2363, 3175, "
39160;418;"151, 152, 123, 28, 29, ";"2363, 3175, 3130, "
39161;355;"151, 152, 96, 60, ";"2363, 3167, 2897, 3139, "
39162;393;"151, 152, 96, 123, 124, ";"2363, 3247, 2897, 3079, "
39163;390;"151, 152, 96, 123, 124, 125, ";"2363, 3247, 2897, "
39164;333;"151, 152, 27, ";"2363, 2371, 2775, "
39165;330;"151, 152, 27, 28, ";"2363, 2371, "
39166;348;"151, 152, 60, ";"2363, 2371, 2789, "
39167;434;"151, 152, 60, 61, ";"2363, 2371, 3066, "
39168;289;"151, 152, 77, ";"2363, 2371, 2526, "
39169;363;"151, 152, 77, 78, ";"2363, 2371, 2801, "
39170;363;"151, 152, 78, ";"2363, 2371, 2801, "
39171;449;"151, 152, 78, 79, ";"2363, 2371, 3084, "
39172;446;"151, 152, 78, 79, 80, ";"2363, 2371, "
39173;289;"151, 152, 96, ";"2363, 2371, "
39174;289;"151, 152, 107, ";"2363, 2371, 2540, "
39175;378;"151, 152, 107, 108, ";"2363, 2371, 3075, "
39176;304;"151, 152, 123, ";"2363, 2371, 2813, "
39177;393;"151, 152, 123, 124, ";"2363, 2371, 3079, "
39178;390;"151, 152, 123, 124, 125, ";"2363, 2371, "
39179;434;"151, 152, 27, 61, ";"2363, 2371, 3066, "
39180;449;"151, 152, 27, 79, ";"2363, 2371, 3084, "
39181;446;"151, 152, 27, 79, 80, ";"2363, 2371, "
39182;446;"151, 152, 27, 80, ";"2363, 2371, "
39183;390;"151, 152, 27, 125, ";"2363, 2371, "
39184;449;"151, 152, 60, 79, ";"2363, 2371, 3084, "
39185;446;"151, 152, 60, 79, 80, ";"2363, 2371, "
39186;446;"151, 152, 60, 80, ";"2363, 2371, "
39187;464;"151, 152, 60, 109, ";"2363, 2371, 3099, "
39188;390;"151, 152, 60, 125, ";"2363, 2371, "
39189;446;"151, 152, 60, 61, 80, ";"2363, 2371, "
39190;330;"151, 152, 77, 28, ";"2363, 2371, "
39191;378;"151, 152, 77, 108, ";"2363, 2371, 3075, "
39192;393;"151, 152, 77, 124, ";"2363, 2371, 3079, "
39193;390;"151, 152, 77, 124, 125, ";"2363, 2371, "
39194;390;"151, 152, 77, 125, ";"2363, 2371, "
39195;390;"151, 152, 77, 78, 125, ";"2363, 2371, "
39196;464;"151, 152, 78, 109, ";"2363, 2371, 3099, "
39197;390;"151, 152, 78, 125, ";"2363, 2371, "
39198;478;"151, 152, 78, 125, 126, ";"2363, 2371, 3215, "
39199;333;"151, 152, 96, 27, ";"2363, 2371, 2897, 2775, "
39200;330;"151, 152, 96, 27, 28, ";"2363, 2371, 2897, "
39201;330;"151, 152, 96, 28, ";"2363, 2371, 2897, "
39202;393;"151, 152, 96, 123, 124, ";"2363, 2371, 2897, 3079, "
39203;390;"151, 152, 96, 123, 124, 125, ";"2363, 2371, 2897, "
39204;330;"151, 152, 107, 28, ";"2363, 2371, "
39205;393;"151, 152, 107, 124, ";"2363, 2371, 3079, "
39206;390;"151, 152, 107, 124, 125, ";"2363, 2371, "
39207;390;"151, 152, 107, 125, ";"2363, 2371, "
39208;390;"151, 152, 107, 108, 125, ";"2363, 2371, "
39209;330;"151, 152, 123, 28, ";"2363, 2371, "
39210;418;"151, 152, 123, 28, 29, ";"2363, 2371, 3130, "
39211;471;"151, 152, 27, 109, ";"2363, 2371, 3132, "
39212;485;"151, 152, 60, 125, 126, ";"2363, 2371, 3136, "
39213;355;"151, 152, 96, 60, ";"2363, 2371, 2897, 3139, "
39214;311;"151, 152, 96, 123, ";"2363, 2371, 2897, 2949, "
39215;425;"151, 152, 107, 28, 29, ";"2363, 2371, 3144, "
39216;441;"151, 152, 123, 61, ";"2363, 2371, 3146, "
39217;428;"11, 25, 27, ";"85449, 2775, "
39218;425;"11, 25, 27, 28, ";"85449, "
39219;374;"11, 25, 59, ";"85449, 2186, "
39220;443;"11, 25, 59, 60, ";"85449, 2789, "
39221;443;"11, 25, 60, ";"85449, 2789, "
39222;529;"11, 25, 60, 61, ";"85449, 3066, "
39223;374;"11, 25, 77, ";"85449, 2526, "
39224;458;"11, 25, 77, 78, ";"85449, 2801, "
39225;458;"11, 25, 78, ";"85449, 2801, "
39226;544;"11, 25, 78, 79, ";"85449, 3084, "
39227;541;"11, 25, 78, 79, 80, ";"85449, "
39228;374;"11, 25, 96, ";"85449, "
39229;384;"11, 25, 107, ";"85449, 2540, "
39230;473;"11, 25, 107, 108, ";"85449, 3075, "
39231;399;"11, 25, 123, ";"85449, 2813, "
39232;488;"11, 25, 123, 124, ";"85449, 3079, "
39233;485;"11, 25, 123, 124, 125, ";"85449, "
39234;529;"11, 25, 27, 61, ";"85449, 3066, "
39235;544;"11, 25, 27, 79, ";"85449, 3084, "
39236;541;"11, 25, 27, 79, 80, ";"85449, "
39237;541;"11, 25, 27, 80, ";"85449, "
39238;485;"11, 25, 27, 125, ";"85449, "
39239;425;"11, 25, 59, 28, ";"85449, "
39240;458;"11, 25, 59, 78, ";"85449, 2801, "
39241;473;"11, 25, 59, 108, ";"85449, 3075, "
39242;485;"11, 25, 59, 60, 125, ";"85449, "
39243;544;"11, 25, 60, 79, ";"85449, 3084, "
39244;541;"11, 25, 60, 79, 80, ";"85449, "
39245;541;"11, 25, 60, 80, ";"85449, "
39247;485;"11, 25, 60, 125, ";"85449, "
39248;541;"11, 25, 60, 61, 80, ";"85449, "
39249;425;"11, 25, 77, 28, ";"85449, "
39250;473;"11, 25, 77, 108, ";"85449, 3075, "
39251;488;"11, 25, 77, 124, ";"85449, 3079, "
39252;485;"11, 25, 77, 124, 125, ";"85449, "
39253;485;"11, 25, 77, 125, ";"85449, "
39254;485;"11, 25, 77, 78, 125, ";"85449, "
39256;485;"11, 25, 78, 125, ";"85449, "
39258;428;"11, 25, 96, 27, ";"85449, 2897, 2775, "
39259;425;"11, 25, 96, 27, 28, ";"85449, 2897, "
39260;425;"11, 25, 96, 28, ";"85449, 2897, "
39261;488;"11, 25, 96, 123, 124, ";"85449, 2897, 3079, "
39262;485;"11, 25, 96, 123, 124, 125, ";"85449, 2897, "
39263;425;"11, 25, 107, 28, ";"85449, "
39264;488;"11, 25, 107, 124, ";"85449, 3079, "
39265;485;"11, 25, 107, 124, 125, ";"85449, "
39266;485;"11, 25, 107, 125, ";"85449, "
39267;485;"11, 25, 107, 108, 125, ";"85449, "
39268;425;"11, 25, 123, 28, ";"85449, "
39269;513;"11, 25, 123, 28, 29, ";"85449, 3130, "
39271;495;"11, 25, 59, 124, ";"85449, 3134, "
39273;450;"11, 25, 96, 60, ";"85449, 2897, 3139, "
39274;406;"11, 25, 96, 123, ";"85449, 2897, 2949, "
39275;520;"11, 25, 107, 28, 29, ";"85449, 3144, "
39276;536;"11, 25, 123, 61, ";"85449, 3146, "
39277;277;"13, 59, 28, ";"2942, 2823, "
39278;311;"13, 59, 28, 29, ";"2942, 2823, 3130, "
39279;327;"13, 59, 61, ";"2942, 2823, 3066, "
39280;417;"13, 59, 61, 62, ";"2942, 2823, 6405, "
39281;342;"13, 59, 79, ";"2942, 2823, 3084, "
39282;339;"13, 59, 79, 80, ";"2942, 2823, "
39283;277;"13, 59, 108, ";"2942, 2823, 3075, "
39284;357;"13, 59, 108, 109, ";"2942, 2823, 3099, "
39285;357;"13, 59, 109, ";"2942, 2823, 3099, "
39286;447;"13, 59, 109, 110, ";"2942, 2823, 6428, "
39287;447;"13, 59, 109, 110, 111, ";"2942, 2823, "
39288;286;"13, 59, 124, ";"2942, 2823, 3079, "
39289;283;"13, 59, 124, 125, ";"2942, 2823, "
39290;396;"13, 59, 28, 29, 127, ";"2942, 2823, "
39291;409;"13, 59, 28, 29, 127, 128, ";"2942, 2823, 6445, "
39292;432;"13, 59, 61, 32, ";"2942, 2823, 6386, "
39293;339;"13, 59, 61, 80, ";"2942, 2823, "
39294;429;"13, 59, 61, 80, 81, ";"2942, 2823, 6483, "
39295;456;"13, 59, 61, 80, 81, 82, ";"2942, 2823, "
39296;447;"13, 59, 61, 110, ";"2942, 2823, 6428, "
39297;447;"13, 59, 61, 110, 111, ";"2942, 2823, "
39298;447;"13, 59, 61, 111, ";"2942, 2823, "
39299;447;"13, 59, 61, 62, 111, ";"2942, 2823, "
39300;432;"13, 59, 79, 32, ";"2942, 2823, 6386, "
39301;447;"13, 59, 79, 110, ";"2942, 2823, 6428, "
39302;447;"13, 59, 79, 110, 111, ";"2942, 2823, "
39303;447;"13, 59, 79, 111, ";"2942, 2823, "
39304;339;"13, 59, 108, 80, ";"2942, 2823, "
39305;283;"13, 59, 108, 125, ";"2942, 2823, "
39306;371;"13, 59, 108, 125, 126, ";"2942, 2823, 3215, "
39307;492;"13, 59, 109, 110, 130, ";"2942, 2823, "
39308;492;"13, 59, 109, 110, 111, 130, ";"2942, 2823, 6998, "
39309;339;"13, 59, 124, 80, ";"2942, 2823, "
39310;424;"13, 59, 124, 62, ";"2942, 2823, 6586, "
39311;375;"13, 59, 60, 31, ";"2942, 2823, 2789, 6393, "
39312;432;"13, 59, 60, 31, 32, ";"2942, 2823, 2789, 6386, "
39313;502;"13, 59, 60, 31, 32, 33, ";"2942, 2823, 2789, "
39314;432;"13, 59, 60, 32, ";"2942, 2823, 2789, 6812, 6386, "
39315;502;"13, 59, 60, 32, 33, ";"2942, 2823, 2789, 6812, "
39316;417;"13, 59, 60, 62, ";"2942, 2823, 2789, 6819, 6405, "
39317;507;"13, 59, 60, 62, 63, ";"2942, 2823, 2789, 6819, 6824, "
39318;507;"13, 59, 60, 62, 63, 64, ";"2942, 2823, 2789, 6819, "
39319;375;"13, 59, 60, 80, ";"2942, 2823, 2789, 6830, "
39320;429;"13, 59, 60, 80, 81, ";"2942, 2823, 2789, 6830, 6483, "
39321;456;"13, 59, 60, 80, 81, 82, ";"2942, 2823, 2789, 6830, "
39322;429;"13, 59, 60, 81, ";"2942, 2823, 2789, 6483, "
39323;456;"13, 59, 60, 81, 82, ";"2942, 2823, 2789, "
39324;456;"13, 59, 60, 82, ";"2942, 2823, 2789, 7793, "
39325;447;"13, 59, 60, 110, ";"2942, 2823, 2789, 6856, 6428, "
39326;447;"13, 59, 60, 110, 111, ";"2942, 2823, 2789, 6856, "
39327;375;"13, 59, 60, 125, ";"2942, 2823, 2789, 6863, "
39328;375;"13, 59, 60, 125, 126, ";"2942, 2823, 2789, 6863, 3215, "
39329;375;"13, 59, 60, 126, ";"2942, 2823, 2789, 3215, "
39330;396;"13, 59, 60, 126, 127, ";"2942, 2823, 2789, "
39331;492;"13, 59, 60, 126, 127, 128, 129, ";"2942, 2823, 2789, 6875, "
39332;492;"13, 59, 60, 126, 127, 128, 129, 130, ";"2942, 2823, 2789, "
39333;396;"13, 59, 60, 127, ";"2942, 2823, 2789, 6880, "
39334;409;"13, 59, 60, 127, 128, ";"2942, 2823, 2789, 6880, 6445, "
39335;492;"13, 59, 60, 127, 128, 129, ";"2942, 2823, 2789, 6880, 6875, "
39336;492;"13, 59, 60, 127, 128, 129, 130, ";"2942, 2823, 2789, 6880, "
39337;447;"13, 59, 60, 31, 110, ";"2942, 2823, 2789, 6428, "
39338;447;"13, 59, 60, 31, 110, 111, ";"2942, 2823, 2789, "
39339;447;"13, 59, 60, 31, 111, ";"2942, 2823, 2789, "
39340;507;"13, 59, 60, 31, 32, 64, ";"2942, 2823, 2789, "
39341;447;"13, 59, 60, 31, 32, 111, ";"2942, 2823, 2789, "
39342;492;"13, 59, 60, 31, 32, 130, ";"2942, 2823, 2789, "
39343;507;"13, 59, 60, 32, 64, ";"2942, 2823, 2789, 6812, "
39344;447;"13, 59, 60, 32, 111, ";"2942, 2823, 2789, 6812, "
39345;492;"13, 59, 60, 32, 130, ";"2942, 2823, 2789, 6812, "
39346;502;"13, 59, 60, 62, 33, ";"2942, 2823, 2789, 6819, "
39347;447;"13, 59, 60, 62, 111, ";"2942, 2823, 2789, 6819, "
39348;492;"13, 59, 60, 62, 130, ";"2942, 2823, 2789, 6819, "
39349;409;"13, 59, 60, 80, 128, ";"2942, 2823, 2789, 6830, 6445, "
39350;492;"13, 59, 60, 80, 128, 129, ";"2942, 2823, 2789, 6830, 6875, "
39351;492;"13, 59, 60, 80, 128, 129, 130, ";"2942, 2823, 2789, 6830, "
39352;507;"13, 59, 60, 110, 64, ";"2942, 2823, 2789, 6856, "
39353;492;"13, 59, 60, 110, 130, ";"2942, 2823, 2789, 6856, "
39354;375;"13, 59, 60, 125, 31, ";"2942, 2823, 2789, 6863, 6393, "
39355;432;"13, 59, 60, 125, 31, 32, ";"2942, 2823, 2789, 6863, 6386, "
39356;456;"13, 59, 60, 125, 126, 82, ";"2942, 2823, 2789, 6863, "
39357;456;"13, 59, 60, 126, 82, ";"2942, 2823, 2789, "
39358;502;"13, 59, 60, 126, 127, 128, 33, ";"2942, 2823, 2789, "
39359;507;"13, 59, 60, 126, 127, 128, 63, ";"2942, 2823, 2789, 6824, "
39360;507;"13, 59, 60, 126, 127, 128, 63, 64, ";"2942, 2823, 2789, "
39361;507;"13, 59, 60, 126, 127, 128, 64, ";"2942, 2823, 2789, "
39362;447;"13, 59, 60, 126, 127, 128, 111, ";"2942, 2823, 2789, "
39363;507;"13, 59, 60, 126, 127, 128, 129, 64, ";"2942, 2823, 2789, "
39364;502;"13, 59, 60, 127, 128, 33, ";"2942, 2823, 2789, 6880, "
39365;507;"13, 59, 60, 127, 128, 63, ";"2942, 2823, 2789, 6880, 6824, "
39366;507;"13, 59, 60, 127, 128, 63, 64, ";"2942, 2823, 2789, 6880, "
39367;507;"13, 59, 60, 127, 128, 64, ";"2942, 2823, 2789, 6880, "
39368;447;"13, 59, 60, 127, 128, 111, ";"2942, 2823, 2789, 6880, "
39369;507;"13, 59, 60, 127, 128, 129, 64, ";"2942, 2823, 2789, 6880, "
39372;416;"13, 59, 60, 126, 127, 128, ";"2942, 2823, 2789, 6994, "
39373;507;"13, 59, 60, 110, 111, 64, ";"2942, 2823, 2789, 6997, 6998, "
39374;492;"13, 59, 60, 110, 111, 130, ";"2942, 2823, 2789, 6997, 6998, "
39375;432;"13, 59, 60, 32, ";"2942, 2823, 6386, "
39376;502;"13, 59, 60, 32, 33, ";"2942, 2823, "
39377;417;"13, 59, 60, 62, ";"2942, 2823, 6405, "
39378;507;"13, 59, 60, 62, 63, ";"2942, 2823, 6824, "
39379;507;"13, 59, 60, 62, 63, 64, ";"2942, 2823, "
39380;366;"13, 59, 60, 80, ";"2942, 2823, "
39381;429;"13, 59, 60, 80, 81, ";"2942, 2823, 6483, "
39382;456;"13, 59, 60, 80, 81, 82, ";"2942, 2823, "
39383;366;"13, 59, 60, 109, ";"2942, 2823, 3099, "
39384;447;"13, 59, 60, 109, 110, ";"2942, 2823, 6428, "
39385;447;"13, 59, 60, 109, 110, 111, ";"2942, 2823, "
39386;447;"13, 59, 60, 110, ";"2942, 2823, 6428, "
39387;447;"13, 59, 60, 110, 111, ";"2942, 2823, "
39388;366;"13, 59, 60, 125, ";"2942, 2823, "
39389;371;"13, 59, 60, 125, 126, ";"2942, 2823, 3215, "
39390;507;"13, 59, 60, 32, 64, ";"2942, 2823, "
39391;447;"13, 59, 60, 32, 111, ";"2942, 2823, "
39392;492;"13, 59, 60, 32, 130, ";"2942, 2823, "
39393;502;"13, 59, 60, 62, 33, ";"2942, 2823, "
39394;447;"13, 59, 60, 62, 111, ";"2942, 2823, "
39395;492;"13, 59, 60, 62, 130, ";"2942, 2823, "
39396;409;"13, 59, 60, 80, 128, ";"2942, 2823, 6445, "
39397;492;"13, 59, 60, 80, 128, 129, ";"2942, 2823, 6875, "
39398;492;"13, 59, 60, 80, 128, 129, 130, ";"2942, 2823, "
39399;492;"13, 59, 60, 109, 110, 130, ";"2942, 2823, "
39400;492;"13, 59, 60, 109, 110, 111, 130, ";"2942, 2823, 6998, "
39401;507;"13, 59, 60, 110, 64, ";"2942, 2823, "
39402;492;"13, 59, 60, 110, 130, ";"2942, 2823, "
39403;507;"13, 59, 60, 110, 111, 64, ";"2942, 2823, 6998, "
39404;492;"13, 59, 60, 110, 111, 130, ";"2942, 2823, 6998, "
39405;366;"13, 59, 60, 125, 31, ";"2942, 2823, 6393, "
39406;432;"13, 59, 60, 125, 31, 32, ";"2942, 2823, 6386, "
39407;502;"13, 59, 60, 125, 31, 32, 33, ";"2942, 2823, "
39408;456;"13, 59, 60, 125, 81, 82, ";"2942, 2823, "
39409;456;"13, 59, 60, 125, 126, 82, ";"2942, 2823, "
39411;436;"13, 59, 60, 125, 81, ";"2942, 2823, 7053, "
39412;331;"13, 123, 30, ";"2767, 2823, 2949, 6389, "
39413;342;"13, 123, 30, 31, ";"2767, 2823, 2949, 6389, 6393, "
39414;425;"13, 123, 30, 31, 32, ";"2767, 2823, 2949, 6389, 6386, "
39415;410;"13, 123, 62, ";"2767, 2823, 2949, 6819, 6405, "
39416;500;"13, 123, 62, 63, ";"2767, 2823, 2949, 6819, 6824, "
39417;500;"13, 123, 62, 63, 64, ";"2767, 2823, 2949, 6819, "
39418;335;"13, 123, 79, ";"2767, 2823, 2949, 6408, 3084, "
39419;332;"13, 123, 79, 80, ";"2767, 2823, 2949, 6408, "
39420;332;"13, 123, 80, ";"2767, 2823, 2949, 6830, "
39421;422;"13, 123, 80, 81, ";"2767, 2823, 2949, 6830, 6483, "
39422;449;"13, 123, 80, 81, 82, ";"2767, 2823, 2949, 6830, "
39423;350;"13, 123, 109, ";"2767, 2823, 2949, 6423, 3099, "
39424;440;"13, 123, 109, 110, ";"2767, 2823, 2949, 6423, 6428, "
39425;440;"13, 123, 109, 110, 111, ";"2767, 2823, 2949, 6423, "
39426;331;"13, 123, 125, ";"2767, 2823, 2949, 6863, "
39427;364;"13, 123, 125, 126, ";"2767, 2823, 2949, 6863, 3215, "
39428;364;"13, 123, 126, ";"2767, 2823, 2949, 3215, "
39429;389;"13, 123, 126, 127, ";"2767, 2823, 2949, "
39430;485;"13, 123, 126, 127, 128, 129, ";"2767, 2823, 2949, 6875, "
39431;485;"13, 123, 126, 127, 128, 129, 130, ";"2767, 2823, 2949, "
39432;389;"13, 123, 127, ";"2767, 2823, 2949, 6880, "
